page_content,source,species_folder,format,title,author,subject,keywords,creator,producer,creationDate,modDate,trapped,encryption,file_path,page_count,page,start_index,error_indx,text,category,racional
"frecuencia de lo habitual dadas las restricciones logísticas de trasladarse a los sitios de monitoreo.
La obtención de estos datos permite analizar e identificar tendencias de cambio que afectan a
las especies de interés. A su vez, las conclusiones a las que lleguen los científicos con los datos
recabados por los residentes locales deben regresar a la comunidad para motivarlos a continuar
participando en el monitoreo. Las ONG llevan a cabo un papel muy importante al tener mayor
cercanía con las comunidades y ser gestores que refuerzan los vínculos entre los académicos y
las comunidades. Finalmente, el recabar datos que documentan el éxito de las acciones de
conservación puede favorecer a que las instituciones financiadoras continúen invirtiendo en estos
proyectos. De esta forma, el involucramiento social puede repercutir de manera positiva en las
actividades de monitoreo y conservación de las especies y su _hábitat_ .

## Conclusiones","Gómez-Ruiz et al., 2015.pdf",Leptonycteris,PDF 1.6,,,,,Adobe InDesign CC 2014 (Windows),Adobe PDF Library 11.0,D:20150213181359-07'00',D:20150630193014-05'00',,,"papers/by_species/Leptonycteris/Gómez-Ruiz et al., 2015.pdf",13,9,0,,"frecuencia de lo habitual dadas las restricciones logísticas de trasladarse a los sitios de monitoreo.
La obtención de estos datos permite analizar e identificar tendencias de cambio que afectan a
las especies de interés. A su vez, las conclusiones a las que lleguen los científicos con los datos
recabados por los residentes locales deben regresar a la comunidad para motivarlos a continuar
participando en el monitoreo. Las ONG llevan a cabo un papel muy importante al tener mayor
cercanía con las comunidades y ser gestores que refuerzan los vínculos entre los académicos y
las comunidades. Finalmente, el recabar datos que documentan el éxito de las acciones de
conservación puede favorecer a que las instituciones financiadoras continúen invirtiendo en estos
proyectos. De esta forma, el involucramiento social puede repercutir de manera positiva en las
actividades de monitoreo y conservación de las especies y su _hábitat_ .

## Conclusiones",Other,"El texto habla sobre la importancia de la participación de las comunidades locales en el monitoreo y conservación de las especies, pero no se centra en ninguna categoría específica."
"## Conclusiones

Los esfuerzos de conservación que presentamos en este documento se fundamentan en aspectos
ecológicos de las especies de murciélagos amenazadas para los estados de Coahuila y Nuevo León
al identificar refugios y sitios de forrajeo prioritarios. Además, se consideran aspectos sociales que
involucran a las comunidades que tienen influencia directa en el hábitat de estos murciélagos. La
red de conservación que describimos, identificando a los actores clave y sus vínculos, es un modelo
que puede ser transferible a otras áreas y otras especies de interés a conservar. Por otra parte, dada
la carencia de ejercicios similares al contexto ecológico y social al presente estudio, sugerimos
considerar éste modelo como un ejercicio de planificación para la conservación de estas especies
y puede ser tomado como una línea base que permita evaluar el éxito del mismo en el mediano
y largo plazo. La adecuada planificación de estrategias de conservación que integren aspectos
ecológicos y sociales puede resultar en beneficios para las especies en riesgo y las comunidades
humanas.

## Agradecimientos","Gómez-Ruiz et al., 2015.pdf",Leptonycteris,PDF 1.6,,,,,Adobe InDesign CC 2014 (Windows),Adobe PDF Library 11.0,D:20150213181359-07'00',D:20150630193014-05'00',,,"papers/by_species/Leptonycteris/Gómez-Ruiz et al., 2015.pdf",13,9,933,,"## Conclusiones

Los esfuerzos de conservación que presentamos en este documento se fundamentan en aspectos
ecológicos de las especies de murciélagos amenazadas para los estados de Coahuila y Nuevo León
al identificar refugios y sitios de forrajeo prioritarios. Además, se consideran aspectos sociales que
involucran a las comunidades que tienen influencia directa en el hábitat de estos murciélagos. La
red de conservación que describimos, identificando a los actores clave y sus vínculos, es un modelo
que puede ser transferible a otras áreas y otras especies de interés a conservar. Por otra parte, dada
la carencia de ejercicios similares al contexto ecológico y social al presente estudio, sugerimos
considerar éste modelo como un ejercicio de planificación para la conservación de estas especies
y puede ser tomado como una línea base que permita evaluar el éxito del mismo en el mediano
y largo plazo. La adecuada planificación de estrategias de conservación que integren aspectos
ecológicos y sociales puede resultar en beneficios para las especies en riesgo y las comunidades
humanas.

## Agradecimientos",Other,"El texto habla sobre la planificación de la conservación de especies de murciélagos en riesgo, pero no entra en detalles sobre la biología, ecología o distribución de las especies. Tampoco proporciona información sobre el estado de conservación o las prioridades de conservación. Por lo tanto, no encaja en ninguna de las categorías proporcionadas."
"## Agradecimientos

Los autores agradecen a C. B. Ramos Silva, O. G. Paz Tovar, C. Ibarra Sánchez, y R. Saker por su apoyo
en el desarrollo de las actividades de campo. A M. Petriello por su apoyo en el desarrollo del estudio
piloto de educación ambiental. A M. Sánchez Vilchis de la Dirección de Especies Prioritarias para
la Conservación, Comisión Nacional de Áreas Naturales Protegidas (CONANP) por su apoyo en el
desarrollo del proyecto PROCER. Al Consejo Nacional de Ciencia y Tecnologia (CONACyT) por la beca
de posgrado otorgada a EPGR (Reg. 215206). A Texas A&M College of Agriculture and Life Sciences
y Texas A&M Department of Performance Studies (Theatre Arts) por el financiamiento otorgado a
CJ. El desarrollo de las acciones de inventario de sitios, educación ambiental e involucramiento
comunitario fue gracias al financiamiento de Mohamed bin Zayed Species Conservation Fund, Bat
Conservation International, National Park Service, Cleveland Metroparks Zoo, Cleveland Zoological
Society, American Society of Mammalogists, Global Biodiversity Information Facility, Texas A&M
Applied Biodiversity Science Program y CONANP proyecto PROCER/DGOR/18/2013. R. D. Owen y
tres revisores anónimos aportaron valiosos comentarios y sugerencias al manuscrito.

## Resumen

**_Introducción:_** Los murciélagos nectarívoros cavernícolas enfrentan mayor riesgo de extinción comparado con otros","Gómez-Ruiz et al., 2015.pdf",Leptonycteris,PDF 1.6,,,,,Adobe InDesign CC 2014 (Windows),Adobe PDF Library 11.0,D:20150213181359-07'00',D:20150630193014-05'00',,,"papers/by_species/Leptonycteris/Gómez-Ruiz et al., 2015.pdf",13,9,2028,,"## Agradecimientos

Los autores agradecen a C. B. Ramos Silva, O. G. Paz Tovar, C. Ibarra Sánchez, y R. Saker por su apoyo
en el desarrollo de las actividades de campo. A M. Petriello por su apoyo en el desarrollo del estudio
piloto de educación ambiental. A M. Sánchez Vilchis de la Dirección de Especies Prioritarias para
la Conservación, Comisión Nacional de Áreas Naturales Protegidas (CONANP) por su apoyo en el
desarrollo del proyecto PROCER. Al Consejo Nacional de Ciencia y Tecnologia (CONACyT) por la beca
de posgrado otorgada a EPGR (Reg. 215206). A Texas A&M College of Agriculture and Life Sciences
y Texas A&M Department of Performance Studies (Theatre Arts) por el financiamiento otorgado a
CJ. El desarrollo de las acciones de inventario de sitios, educación ambiental e involucramiento
comunitario fue gracias al financiamiento de Mohamed bin Zayed Species Conservation Fund, Bat
Conservation International, National Park Service, Cleveland Metroparks Zoo, Cleveland Zoological
Society, American Society of Mammalogists, Global Biodiversity Information Facility, Texas A&M
Applied Biodiversity Science Program y CONANP proyecto PROCER/DGOR/18/2013. R. D. Owen y
tres revisores anónimos aportaron valiosos comentarios y sugerencias al manuscrito.

## Resumen

**_Introducción:_** Los murciélagos nectarívoros cavernícolas enfrentan mayor riesgo de extinción comparado con otros",Metadatos,"Se agradece a las personas que apoyaron el desarrollo del estudio, se menciona el financiamiento de diferentes instituciones y se mencionan los revisores del manuscrito. El contenido principalmente es bibliografía, si hay más información, usar otra categoría."
"## Resumen

**_Introducción:_** Los murciélagos nectarívoros cavernícolas enfrentan mayor riesgo de extinción comparado con otros

murciélagos debido a sus hábitos alimenticios restringidos y la limitada disponibilidad de cuevas con las características
requeridas por estas especies. Literatura reciente de biología de la conservación sugiere que las estrategias de
conservación exitosas deben incluir fundamentos biológicos y sociales. Este artículo presenta las perspectivas biológicas
y sociales consideradas para implementar esfuerzos de conservación de las especies amenazadas _Leptonycteris nivalis_ y
_Choeronycteris mexicana_ en los estados de Coahuila y Nuevo León. Nuestros objetivos fueron: 1) documentar las cuevas
usadas por estas especies _,_ 2) describir estrategias de conservación basadas en la comunidad que vinculan a actores clave


-----","Gómez-Ruiz et al., 2015.pdf",Leptonycteris,PDF 1.6,,,,,Adobe InDesign CC 2014 (Windows),Adobe PDF Library 11.0,D:20150213181359-07'00',D:20150630193014-05'00',,,"papers/by_species/Leptonycteris/Gómez-Ruiz et al., 2015.pdf",13,9,3291,,"## Resumen

**_Introducción:_** Los murciélagos nectarívoros cavernícolas enfrentan mayor riesgo de extinción comparado con otros

murciélagos debido a sus hábitos alimenticios restringidos y la limitada disponibilidad de cuevas con las características
requeridas por estas especies. Literatura reciente de biología de la conservación sugiere que las estrategias de
conservación exitosas deben incluir fundamentos biológicos y sociales. Este artículo presenta las perspectivas biológicas
y sociales consideradas para implementar esfuerzos de conservación de las especies amenazadas _Leptonycteris nivalis_ y
_Choeronycteris mexicana_ en los estados de Coahuila y Nuevo León. Nuestros objetivos fueron: 1) documentar las cuevas
usadas por estas especies _,_ 2) describir estrategias de conservación basadas en la comunidad que vinculan a actores clave


-----",Introducción,El texto es una introducción al tema de conservación de murciélagos nectarívoros cavernícolas. No se clasifica en ninguna de las categorías propuestas.
"(comunidades locales, científicos, educadores, organizaciones no gubernamentales, entidades gubernamentales)
resultando en una red de conservación, y 3) proponer estrategias para reforzar los vínculos entre los actores clave de
la red de conservación de murciélagos de manera que se mantenga a largo plazo.

**_Métodos:_** Para documentar cuevas usadas por _L. nivalis_ y _C. mexicana_ en Coahuila y Nuevo León, combinamos la

búsqueda de sitios conocidos como refugios en literatura disponible, y muestreos de campo para documentar sitios
de refugio no reportados previo a este artículo. Implementamos las estrategias sociales con comunidades locales
objetivo por medio de talleres y aplicamos encuestas para obtener indicadores del conocimiento y percepción de los
murciélagos por parte de los miembros de las comunidades.

**_Resultados:_** Reportamos seis cuevas refugios de las especies nectarívoras y que en conjunto albergan un

total de 12 especies de murciélagos (Tabla 1). Las estrategias de conservación basadas en la comunidad que
implementamos se describen en cuatro fases: información, comunicación, educación, y capacitación. Participaron
574 residentes de 52 comunidades en la zona de estudio. Las encuestas indican que el 60 % de los participantes
no tienen conocimiento de la biología de los murciélagos, el 80 % desconoce sus funciones ecológicas, y el 71 %
menciona que son animales que generan miedo.

**_Conclusiones:_** Proponemos una red de conservación conformada por actores clave (comunidades locales,

científicas, organizaciones no gubernamentales, entidades gubernamentales, e instituciones financiadoras) en
donde los vínculos se refuerzan por medio de una comunicación bidireccional (Figura 2). El flujo de recursos e
información a través de redes como la aquí propuesta facilita la integración de perspectivas sociales y biológicas
esenciales para lograr acciones de conservación exitosas.","Gómez-Ruiz et al., 2015.pdf",Leptonycteris,PDF 1.6,,,,,Adobe InDesign CC 2014 (Windows),Adobe PDF Library 11.0,D:20150213181359-07'00',D:20150630193014-05'00',,,"papers/by_species/Leptonycteris/Gómez-Ruiz et al., 2015.pdf",13,10,0,,"(comunidades locales, científicos, educadores, organizaciones no gubernamentales, entidades gubernamentales)
resultando en una red de conservación, y 3) proponer estrategias para reforzar los vínculos entre los actores clave de
la red de conservación de murciélagos de manera que se mantenga a largo plazo.

**_Métodos:_** Para documentar cuevas usadas por _L. nivalis_ y _C. mexicana_ en Coahuila y Nuevo León, combinamos la

búsqueda de sitios conocidos como refugios en literatura disponible, y muestreos de campo para documentar sitios
de refugio no reportados previo a este artículo. Implementamos las estrategias sociales con comunidades locales
objetivo por medio de talleres y aplicamos encuestas para obtener indicadores del conocimiento y percepción de los
murciélagos por parte de los miembros de las comunidades.

**_Resultados:_** Reportamos seis cuevas refugios de las especies nectarívoras y que en conjunto albergan un

total de 12 especies de murciélagos (Tabla 1). Las estrategias de conservación basadas en la comunidad que
implementamos se describen en cuatro fases: información, comunicación, educación, y capacitación. Participaron
574 residentes de 52 comunidades en la zona de estudio. Las encuestas indican que el 60 % de los participantes
no tienen conocimiento de la biología de los murciélagos, el 80 % desconoce sus funciones ecológicas, y el 71 %
menciona que son animales que generan miedo.

**_Conclusiones:_** Proponemos una red de conservación conformada por actores clave (comunidades locales,

científicas, organizaciones no gubernamentales, entidades gubernamentales, e instituciones financiadoras) en
donde los vínculos se refuerzan por medio de una comunicación bidireccional (Figura 2). El flujo de recursos e
información a través de redes como la aquí propuesta facilita la integración de perspectivas sociales y biológicas
esenciales para lograr acciones de conservación exitosas.",Ecología y demografía de la especie,"El texto describe el trabajo de campo realizado para documentar cuevas usadas por murciélagos, así como las estrategias sociales implementadas con las comunidades locales para obtener indicadores del conocimiento y percepción de los murciélagos. También menciona el número de participantes y los resultados de las encuestas realizadas."
"**Palabras clave:** educación ambiental, planeamiento para la conservación, conservación basada en la comunidad,

_Leptonycteris nivalis_, _Choeronycteris mexicana_

## Literatura citada

**A** **mmerman** **, L. K., M. M** **c** **D** **onough** **, N. I. H** **ristov** **,** **y** **T. H. K** **unz** **.** 2009. Census of the endangered Mexican

long-nosed bat _Leptonycteris nivalis_ in Texas, USA, using thermal imaging. Endangered Species
Research 8:87- 92.

**A** **rdoin** **, N. M.,** **y** **J. E. H** **eimlich** **.** 2013. Views from the field: conservation educators’ and practitioners’

perceptions of education as a strategy for achieving conservation outcomes. Journal of
Environmental Education 44:97-115.

**A** **rita** **, H.,** **y** **S. R. H** **umphrey** . 1988. Revisión taxonómica de los murciélagos magueyeros del género

_Leptonycteris_ (Chiroptera: Phyllostomidae). Acta Zoologica Mexicana 29:1-60.

**A** **rita** **, H. T.** 1993. Conservation Biology of the Cave Bats of Mexico. Journal of Mammalogy 74:693-702.
**A** **rita** **, H. T.,** **y** **K. S** **antos** **-** **del** **-P** **rado** **.** 1999 . Conservation biology of nectar-feeding bats in Mexico. Journal

of Mammalogy 80:31-41.

**A** **rroyo** **-C** **abrales** **, J.,** **y** **S. P** **erez** **.** 2008. _Choeronycteris mexicana_ . The IUCN Red List of Threatened Species.

Version 2014.3. www.iucnredlist.org. Fecha de acceso: 20 de Agosto de 2014.

**A** **rroyo** **-C** **abrales** **, J., R. R. H** **ollander** **,** **y** **J. K. J** **ones** **.** 1987. _Choeronycteris mexicana_ . Mammalian Species

291:1-5.

**A** **rroyo** **-C** **abrales** **, J., B. M** **iller** **, F. R** **eid** **, A. D. C** **uarón** **,** **y** **P. C. G** **rammont** **.** 2008. _Leptonycteris nivalis_ . Red List

of Threatened Species Version 2014.3. www.iucnredlist.org. Fecha de acceso: 20 de Agosto de 2014.","Gómez-Ruiz et al., 2015.pdf",Leptonycteris,PDF 1.6,,,,,Adobe InDesign CC 2014 (Windows),Adobe PDF Library 11.0,D:20150213181359-07'00',D:20150630193014-05'00',,,"papers/by_species/Leptonycteris/Gómez-Ruiz et al., 2015.pdf",13,10,1924,,"**Palabras clave:** educación ambiental, planeamiento para la conservación, conservación basada en la comunidad,

_Leptonycteris nivalis_, _Choeronycteris mexicana_

## Literatura citada

**A** **mmerman** **, L. K., M. M** **c** **D** **onough** **, N. I. H** **ristov** **,** **y** **T. H. K** **unz** **.** 2009. Census of the endangered Mexican

long-nosed bat _Leptonycteris nivalis_ in Texas, USA, using thermal imaging. Endangered Species
Research 8:87- 92.

**A** **rdoin** **, N. M.,** **y** **J. E. H** **eimlich** **.** 2013. Views from the field: conservation educators’ and practitioners’

perceptions of education as a strategy for achieving conservation outcomes. Journal of
Environmental Education 44:97-115.

**A** **rita** **, H.,** **y** **S. R. H** **umphrey** . 1988. Revisión taxonómica de los murciélagos magueyeros del género

_Leptonycteris_ (Chiroptera: Phyllostomidae). Acta Zoologica Mexicana 29:1-60.

**A** **rita** **, H. T.** 1993. Conservation Biology of the Cave Bats of Mexico. Journal of Mammalogy 74:693-702.
**A** **rita** **, H. T.,** **y** **K. S** **antos** **-** **del** **-P** **rado** **.** 1999 . Conservation biology of nectar-feeding bats in Mexico. Journal

of Mammalogy 80:31-41.

**A** **rroyo** **-C** **abrales** **, J.,** **y** **S. P** **erez** **.** 2008. _Choeronycteris mexicana_ . The IUCN Red List of Threatened Species.

Version 2014.3. www.iucnredlist.org. Fecha de acceso: 20 de Agosto de 2014.

**A** **rroyo** **-C** **abrales** **, J., R. R. H** **ollander** **,** **y** **J. K. J** **ones** **.** 1987. _Choeronycteris mexicana_ . Mammalian Species

291:1-5.

**A** **rroyo** **-C** **abrales** **, J., B. M** **iller** **, F. R** **eid** **, A. D. C** **uarón** **,** **y** **P. C. G** **rammont** **.** 2008. _Leptonycteris nivalis_ . Red List

of Threatened Species Version 2014.3. www.iucnredlist.org. Fecha de acceso: 20 de Agosto de 2014.",Metadatos,"Se mencionan las palabras clave, la bibliografía y el título del artículo. Se menciona la institución que publicó el artículo y el nombre de sus autores así como la dirección web (URI) dónde encontrarla. El contenido principalmente es bibliografía, si hay más información, usar otra categoría."
"of Threatened Species Version 2014.3. www.iucnredlist.org. Fecha de acceso: 20 de Agosto de 2014.

**B** **aker** **, R. H. 1956.** Mammals of Coahuila, Mexico. University of Kansas Publications, Museum of Natural

History 9:125-335.

**B** **izerril** **, M. X. A., C. C** **ruz** **-S** **oares** **,** **y** **J. P. S** **antos** **.** 2011. Linking community communication to conservation

of the maned wolf in central Brazil. Environmental Education Research 17:815-827.

**B** **rosius** **, J. P., A. L. T** **sing** **,** **y** **C. Z** **erner** **.** 1998. Representing communities: Histories and politics of

community‐based natural resource management. Society & Natural Resources: An International
Journal 11: 157-168.

**C** **ontreras** **-B** **alderas** **, A. J., D. J. H** **afner** **, J. H. L** **opez** **-S** **oto** **, J. M. T** **orres** **-A** **yala** **,** **y** **S. C** **ontreras** **-A** **rquieta** **.** 2007.

Mammals of the Cuatro Cienegas Basin, Coahuila, Mexico. The Southwestern Naturalist 52:400409.


-----","Gómez-Ruiz et al., 2015.pdf",Leptonycteris,PDF 1.6,,,,,Adobe InDesign CC 2014 (Windows),Adobe PDF Library 11.0,D:20150213181359-07'00',D:20150630193014-05'00',,,"papers/by_species/Leptonycteris/Gómez-Ruiz et al., 2015.pdf",13,10,3737,,of Threatened Species Version 2014.3. www.iucnredlist.org. Fecha de acceso: 20 de Agosto de 2014.,Metadatos,Se menciona la dirección web (URI) dónde encontrar la información y la fecha de acceso a la misma.
"**E** **asterla** **, D. A.** 1972. Status of _Leptonycteris nivalis_ (Phyllostomatidae) in Big Bend National Park, Texas. The

Southwestern Naturalist 17:287-292.

**E** **asterla** **, D. A.,** **y** **J. B** **accus** **.** 1973. A Collection of Bats from the Fronteriza Mountains, Coahuila, Mexico. The

Southwestern Naturalist 17:424-427.

**E** **shac** **-C** **onanp** **.** 2013. Protección y Manejo de Refugios para la Conservación de Murciélagos en Riesgo.

Reporte final del proyecto PROCER/DGOR/18/2013. Comisión Nacional de Areas Naturales Protegidas,
Monterrey, Nuevo Leon, México. Disponible en jflores@eshaconservacion.org

**F** **itzgerald** **, L. A.,** **y** **A. L. S** **tronza** **.** 2009. Applied Biodiversity Science: Bridging Ecology, Culture and

Governance for Effective Conservation. Interciencia 34:563-570.

**G** **eilfus** **, F.** 2002. Ochenta herramientas para el desarrollo participativo. Diagnóstico, Planificación, Monitoreo

y Evaluación. Instituto Interamericano de Cooperación para la Agricultura. San José, Costa Rica.

**H** **aury** **, D. L.,** **y** **P. R** **illero** **.** 1994. Perspectives of hands-on science teaching. ERIC Clearinghouse for Science,

Mathematics and Environmental Education. Columbus, EE.UU.

**H** **ensley** **, A. P.,** **y** **K. T. W** **ilkins** **.** 1988. _Leptonycteris nivalis_ . Mammalian Species 307:1-4.
**J** **acobson** **, S. K.,** **y** **M. D. M** **c** **D** **uff** **.** 1998. Training idiot savants: The lack of human dimensions in conservation

biology. Conservation Biology 12:263-267.

**J** **im** é **nez** **-G** **uzm** á **n** **, A., M. A. Z** **u** ñ **iga** **-R** **amos** **,** **y** **J. A. N** **i** ñ **o** **-R** **am** í **rez** . 1999. Mamíferos de Nuevo León, México.

Universidad Autónoma de Nuevo León. Monterrey, México.

**J** **ohnson** **, D. M., G. W. W** **ardlow** **,** **y** **T. D. F** **ranklin** **.** 1997. Hands-On activities versus worksheets in reinforcing","Gómez-Ruiz et al., 2015.pdf",Leptonycteris,PDF 1.6,,,,,Adobe InDesign CC 2014 (Windows),Adobe PDF Library 11.0,D:20150213181359-07'00',D:20150630193014-05'00',,,"papers/by_species/Leptonycteris/Gómez-Ruiz et al., 2015.pdf",13,11,0,,"**E** **asterla** **, D. A.** 1972. Status of _Leptonycteris nivalis_ (Phyllostomatidae) in Big Bend National Park, Texas. The

Southwestern Naturalist 17:287-292.

**E** **asterla** **, D. A.,** **y** **J. B** **accus** **.** 1973. A Collection of Bats from the Fronteriza Mountains, Coahuila, Mexico. The

Southwestern Naturalist 17:424-427.

**E** **shac** **-C** **onanp** **.** 2013. Protección y Manejo de Refugios para la Conservación de Murciélagos en Riesgo.

Reporte final del proyecto PROCER/DGOR/18/2013. Comisión Nacional de Areas Naturales Protegidas,
Monterrey, Nuevo Leon, México. Disponible en jflores@eshaconservacion.org

**F** **itzgerald** **, L. A.,** **y** **A. L. S** **tronza** **.** 2009. Applied Biodiversity Science: Bridging Ecology, Culture and

Governance for Effective Conservation. Interciencia 34:563-570.

**G** **eilfus** **, F.** 2002. Ochenta herramientas para el desarrollo participativo. Diagnóstico, Planificación, Monitoreo

y Evaluación. Instituto Interamericano de Cooperación para la Agricultura. San José, Costa Rica.

**H** **aury** **, D. L.,** **y** **P. R** **illero** **.** 1994. Perspectives of hands-on science teaching. ERIC Clearinghouse for Science,

Mathematics and Environmental Education. Columbus, EE.UU.

**H** **ensley** **, A. P.,** **y** **K. T. W** **ilkins** **.** 1988. _Leptonycteris nivalis_ . Mammalian Species 307:1-4.
**J** **acobson** **, S. K.,** **y** **M. D. M** **c** **D** **uff** **.** 1998. Training idiot savants: The lack of human dimensions in conservation

biology. Conservation Biology 12:263-267.

**J** **im** é **nez** **-G** **uzm** á **n** **, A., M. A. Z** **u** ñ **iga** **-R** **amos** **,** **y** **J. A. N** **i** ñ **o** **-R** **am** í **rez** . 1999. Mamíferos de Nuevo León, México.

Universidad Autónoma de Nuevo León. Monterrey, México.

**J** **ohnson** **, D. M., G. W. W** **ardlow** **,** **y** **T. D. F** **ranklin** **.** 1997. Hands-On activities versus worksheets in reinforcing",Metadatos,"Se menciona el nombre de los autores, el título del artículo, el año de publicación, el nombre de la revista, el volumen y el rango de páginas. El contenido principalmente es bibliografía, si hay más información, usar otra categoría."
"**J** **ohnson** **, D. M., G. W. W** **ardlow** **,** **y** **T. D. F** **ranklin** **.** 1997. Hands-On activities versus worksheets in reinforcing

physical science principles: Effects on student achievenment and attitude. Journal of Agricultural
Education 38:9-17.

**K** **night** **, A. T., R. M. C** **owling** **, M. D** **ifford** **,** **y** **B. M. C** **ampbell** **.** 2010. Mapping Human and Social Dimensions of

Conservation Opportunity for the Scheduling of Conservation Action on Private Land. Conservation
Biology 24:1348-1358.

**L** **opez** **-S** **egurajauregui** **, G., K. T** **oledo** **-G** **utierrez** **,** **y** **R. A. M** **edellin** **.** 2006. Cueva del Diablo: a Bat cave in Tepoztlan.

Association for Mexican Cave Studies Bulletin 19:264-270.

**M** **ascia** **, M. B., J. P. B** **rosius** **, T. A. D** **obson** **, B. C. F** **orbes** **, L. H** **orowitz** **, M. A. M** **c** **K** **ean** **,** **y** **N. J. T** **urner** **.** 2003.

Conservation and the social sciences. Conservation Biology 17:649-650.

**M** **edellin** **, R. A.** 1994. Mexican Long-Nosed Bat ( _Leptonycteris nivalis_ ) Recovery Plan. United States Fish and

Wildlife Service. Albuquerque, EE.UU.

**M** **edellin** **, R. A., H. T. A** **rita** **,** **y** **O. H. S** **anchez** **.** 2008. Identificacion de los Murciélagos de México, clave de

campo. Segunda edición. Instituto de Ecología, UNAM. Ciudad de México, México.

**M** **effe** **, G. K., C. R. C** **arrol** **,** **y** **M. J. G** **room** **.** 2006. What is conservation biology? Pp. 3-25 en Principles of

conservation biology, tercera edición (Groom, M. J., G. K. Meffe, y C. R. Carroll, editores). Sinauer
Associates. Sunderland, EE.UU.

**M** **ickleburgh** **, S. P., A. M. H** **utson** **,** **y** **P. A. R** **acey** **.** 2002. A review of the global conservation status of bats. Oryx

36:18-34.","Gómez-Ruiz et al., 2015.pdf",Leptonycteris,PDF 1.6,,,,,Adobe InDesign CC 2014 (Windows),Adobe PDF Library 11.0,D:20150213181359-07'00',D:20150630193014-05'00',,,"papers/by_species/Leptonycteris/Gómez-Ruiz et al., 2015.pdf",13,11,1840,,"**J** **ohnson** **, D. M., G. W. W** **ardlow** **,** **y** **T. D. F** **ranklin** **.** 1997. Hands-On activities versus worksheets in reinforcing

physical science principles: Effects on student achievenment and attitude. Journal of Agricultural
Education 38:9-17.

**K** **night** **, A. T., R. M. C** **owling** **, M. D** **ifford** **,** **y** **B. M. C** **ampbell** **.** 2010. Mapping Human and Social Dimensions of

Conservation Opportunity for the Scheduling of Conservation Action on Private Land. Conservation
Biology 24:1348-1358.

**L** **opez** **-S** **egurajauregui** **, G., K. T** **oledo** **-G** **utierrez** **,** **y** **R. A. M** **edellin** **.** 2006. Cueva del Diablo: a Bat cave in Tepoztlan.

Association for Mexican Cave Studies Bulletin 19:264-270.

**M** **ascia** **, M. B., J. P. B** **rosius** **, T. A. D** **obson** **, B. C. F** **orbes** **, L. H** **orowitz** **, M. A. M** **c** **K** **ean** **,** **y** **N. J. T** **urner** **.** 2003.

Conservation and the social sciences. Conservation Biology 17:649-650.

**M** **edellin** **, R. A.** 1994. Mexican Long-Nosed Bat ( _Leptonycteris nivalis_ ) Recovery Plan. United States Fish and

Wildlife Service. Albuquerque, EE.UU.

**M** **edellin** **, R. A., H. T. A** **rita** **,** **y** **O. H. S** **anchez** **.** 2008. Identificacion de los Murciélagos de México, clave de

campo. Segunda edición. Instituto de Ecología, UNAM. Ciudad de México, México.

**M** **effe** **, G. K., C. R. C** **arrol** **,** **y** **M. J. G** **room** **.** 2006. What is conservation biology? Pp. 3-25 en Principles of

conservation biology, tercera edición (Groom, M. J., G. K. Meffe, y C. R. Carroll, editores). Sinauer
Associates. Sunderland, EE.UU.

**M** **ickleburgh** **, S. P., A. M. H** **utson** **,** **y** **P. A. R** **acey** **.** 2002. A review of the global conservation status of bats. Oryx

36:18-34.",Other,"El texto no contiene información sobre una especie en particular, sino sobre conceptos generales de conservación y educación."
"**M** **ickleburgh** **, S. P., A. M. H** **utson** **,** **y** **P. A. R** **acey** **.** 2002. A review of the global conservation status of bats. Oryx

36:18-34.

**M** **oreno** **-V** **aldez** **, A.** 1996. Los Murciélagos de Nuevo León. Grupo IMSA & Bat Conservation International.

Monterrey, México.

**M** **oreno** **-V** **aldez** **, A., W. E. G** **rant** **,** **y** **R. L. H** **oneycutt** **.** 2000. A simulation model of Mexican long-nosed bat

( _Leptonycteris nivalis_ ) migration. Ecological Modelling 134:117-127.

**M** **oreno** **-V** **aldez** **, A., R. L. H** **oneycutt** **,** **y** **W. E. G** **rant** **.** 2004. Colony dynamics of _Leptonycteris nivalis_ (Mexican

long-nosed bat) related to flowering agave in Northern Mexico. Journal of Mammalogy 85:453-459.

**P** **ronatura** **N** **oreste** **.** 2006. Estudio previo justificativo para el establecimiento del área natural protegida

“Santuario Cueva De La Boca”, Villa de Santiago, Nuevo León. Monterrey, Nuevo Leon. Disponible en

www.conanp.gob.mx/anp/consulta/Cueva.pdf, fecha de acceso: 15 de Octubre de 2014.

**P** **ackard** **, J. M.,** **y** **D. J. S** **chmidly** **.** 1991. Graduate training integrating conservation and sustainable

development: a role for mammalogists at North American universities. Pp. 392-415 en Latin American


-----","Gómez-Ruiz et al., 2015.pdf",Leptonycteris,PDF 1.6,,,,,Adobe InDesign CC 2014 (Windows),Adobe PDF Library 11.0,D:20150213181359-07'00',D:20150630193014-05'00',,,"papers/by_species/Leptonycteris/Gómez-Ruiz et al., 2015.pdf",13,11,3573,30.0,,,
