page_content,source,format,title,author,subject,keywords,creator,producer,creationDate,modDate,trapped,encryption,file_path,page_count,page,start_index,text,category,racional,error_indx
-----,"Arita & Humphrey, 1988.pdf",PDF 1.5,,,,,Adobe Acrobat 7.05,Adobe Acrobat 7.05 Image Conversion Plug-in,D:20060511000649+02'00',D:20060523142531-05'00',,Standard V2 R3 128-bit RC4,"papers/test_samples/murcielagos/Arita & Humphrey, 1988.pdf",60,54,0,,,,244.0
-----,"Arita & Humphrey, 1988.pdf",PDF 1.5,,,,,Adobe Acrobat 7.05,Adobe Acrobat 7.05 Image Conversion Plug-in,D:20060511000649+02'00',D:20060523142531-05'00',,Standard V2 R3 128-bit RC4,"papers/test_samples/murcielagos/Arita & Humphrey, 1988.pdf",60,55,0,-----,Metadatos,Se menciona el nombre del documento y la fecha de creación.,
-----,"Arita & Humphrey, 1988.pdf",PDF 1.5,,,,,Adobe Acrobat 7.05,Adobe Acrobat 7.05 Image Conversion Plug-in,D:20060511000649+02'00',D:20060523142531-05'00',,Standard V2 R3 128-bit RC4,"papers/test_samples/murcielagos/Arita & Humphrey, 1988.pdf",60,56,0,,,,246.0
-----,"Arita & Humphrey, 1988.pdf",PDF 1.5,,,,,Adobe Acrobat 7.05,Adobe Acrobat 7.05 Image Conversion Plug-in,D:20060511000649+02'00',D:20060523142531-05'00',,Standard V2 R3 128-bit RC4,"papers/test_samples/murcielagos/Arita & Humphrey, 1988.pdf",60,57,0,,,,247.0
-----,"Arita & Humphrey, 1988.pdf",PDF 1.5,,,,,Adobe Acrobat 7.05,Adobe Acrobat 7.05 Image Conversion Plug-in,D:20060511000649+02'00',D:20060523142531-05'00',,Standard V2 R3 128-bit RC4,"papers/test_samples/murcielagos/Arita & Humphrey, 1988.pdf",60,58,0,,,,248.0
-----,"Arita & Humphrey, 1988.pdf",PDF 1.5,,,,,Adobe Acrobat 7.05,Adobe Acrobat 7.05 Image Conversion Plug-in,D:20060511000649+02'00',D:20060523142531-05'00',,Standard V2 R3 128-bit RC4,"papers/test_samples/murcielagos/Arita & Humphrey, 1988.pdf",60,59,0,,,,249.0
-----,"Arita & Humphrey, 1988.pdf",PDF 1.5,,,,,Adobe Acrobat 7.05,Adobe Acrobat 7.05 Image Conversion Plug-in,D:20060511000649+02'00',D:20060523142531-05'00',,Standard V2 R3 128-bit RC4,"papers/test_samples/murcielagos/Arita & Humphrey, 1988.pdf",60,60,0,-----,Metadatos,"El documento no contiene información que pueda ser clasificada en otra categoría. No hay información sobre la especie, su distribución, ecología, etc. Sólo contiene metadatos sobre el documento en sí, como el título, el autor, la fecha de creación y el número de páginas.",
"See discussions, stats, and author profiles for this publication at: [https://www.researchgate.net/publication/51192400](https://www.researchgate.net/publication/51192400_Effectiveness_of_bats_as_pollinators_of_Stenocereus_stellatus_Cactaceae_in_wild_managed_in_situ_and_cultivated_populations_in_La_Mixteca_Baja_central_Mexico?enrichId=rgreq-b3127073c1c42c752f9e54510ea0575c-XXX&enrichSource=Y292ZXJQYWdlOzUxMTkyNDAwO0FTOjIxOTMzMjExMTAxNTkzOUAxNDI5MzA0MjU4MzI3&el=1_x_2&_esc=publicationCoverPdf)

## Effectiveness of bats as pollinators of Stenocereus stellatus (Cactaceae) in wild, managed in situ, and cultivated populations in La Mixteca Baja, central Mexico

**Article** _in_ American Journal of Botany · November 2006

DOI: 10.3732/ajb.93.11.1675 · Source: PubMed


CITATIONS
57

**3 authors**, including:

[Kathryn E. Stoner](https://www.researchgate.net/profile/Kathryn-Stoner?enrichId=rgreq-b3127073c1c42c752f9e54510ea0575c-XXX&enrichSource=Y292ZXJQYWdlOzUxMTkyNDAwO0FTOjIxOTMzMjExMTAxNTkzOUAxNDI5MzA0MjU4MzI3&el=1_x_5&_esc=publicationCoverPdf)

[Colorado State University](https://www.researchgate.net/institution/Colorado_State_University?enrichId=rgreq-b3127073c1c42c752f9e54510ea0575c-XXX&enrichSource=Y292ZXJQYWdlOzUxMTkyNDAwO0FTOjIxOTMzMjExMTAxNTkzOUAxNDI5MzA0MjU4MzI3&el=1_x_6&_esc=publicationCoverPdf)

**116** PUBLICATIONS **5,907** CITATIONS

[SEE PROFILE](https://www.researchgate.net/profile/Kathryn-Stoner?enrichId=rgreq-b3127073c1c42c752f9e54510ea0575c-XXX&enrichSource=Y292ZXJQYWdlOzUxMTkyNDAwO0FTOjIxOTMzMjExMTAxNTkzOUAxNDI5MzA0MjU4MzI3&el=1_x_7&_esc=publicationCoverPdf)

**Some of the authors of this publication are also working on these related projects:**","Arias-Cóyotl et al., 2006.pdf",PDF 1.3,abot-93-11-12 1675..1683,,,,3B2 Total Publishing System 8.07c/W,Acrobat Distiller 6.0.1 (Windows),D:20061031000421-06'00',D:20061031000421-06'00',,,"papers/test_samples/murcielagos/Arias-Cóyotl et al., 2006.pdf",10,1,0,"See discussions, stats, and author profiles for this publication at: [https://www.researchgate.net/publication/51192400](https://www.researchgate.net/publication/51192400_Effectiveness_of_bats_as_pollinators_of_Stenocereus_stellatus_Cactaceae_in_wild_managed_in_situ_and_cultivated_populations_in_La_Mixteca_Baja_central_Mexico?enrichId=rgreq-b3127073c1c42c752f9e54510ea0575c-XXX&enrichSource=Y292ZXJQYWdlOzUxMTkyNDAwO0FTOjIxOTMzMjExMTAxNTkzOUAxNDI5MzA0MjU4MzI3&el=1_x_2&_esc=publicationCoverPdf)

## Effectiveness of bats as pollinators of Stenocereus stellatus (Cactaceae) in wild, managed in situ, and cultivated populations in La Mixteca Baja, central Mexico

**Article** _in_ American Journal of Botany · November 2006

DOI: 10.3732/ajb.93.11.1675 · Source: PubMed


CITATIONS
57

**3 authors**, including:

[Kathryn E. Stoner](https://www.researchgate.net/profile/Kathryn-Stoner?enrichId=rgreq-b3127073c1c42c752f9e54510ea0575c-XXX&enrichSource=Y292ZXJQYWdlOzUxMTkyNDAwO0FTOjIxOTMzMjExMTAxNTkzOUAxNDI5MzA0MjU4MzI3&el=1_x_5&_esc=publicationCoverPdf)

[Colorado State University](https://www.researchgate.net/institution/Colorado_State_University?enrichId=rgreq-b3127073c1c42c752f9e54510ea0575c-XXX&enrichSource=Y292ZXJQYWdlOzUxMTkyNDAwO0FTOjIxOTMzMjExMTAxNTkzOUAxNDI5MzA0MjU4MzI3&el=1_x_6&_esc=publicationCoverPdf)

**116** PUBLICATIONS **5,907** CITATIONS

[SEE PROFILE](https://www.researchgate.net/profile/Kathryn-Stoner?enrichId=rgreq-b3127073c1c42c752f9e54510ea0575c-XXX&enrichSource=Y292ZXJQYWdlOzUxMTkyNDAwO0FTOjIxOTMzMjExMTAxNTkzOUAxNDI5MzA0MjU4MzI3&el=1_x_7&_esc=publicationCoverPdf)

**Some of the authors of this publication are also working on these related projects:**",Metadatos,"Se menciona la institución que publicó el artículo y el nombre de sus autores así como la dirección web (URI) dónde encontrarla. El contenido principalmente es bibliografía, si hay más información, usar otra categoría.",
"**Some of the authors of this publication are also working on these related projects:**

Toward shaded coffee plantations friendly to biodiversity. [View project](https://www.researchgate.net/project/Toward-shaded-coffee-plantations-friendly-to-biodiversity?enrichId=rgreq-b3127073c1c42c752f9e54510ea0575c-XXX&enrichSource=Y292ZXJQYWdlOzUxMTkyNDAwO0FTOjIxOTMzMjExMTAxNTkzOUAxNDI5MzA0MjU4MzI3&el=1_x_9&_esc=publicationCoverPdf)

Origin and domestication of Psidium guajava L. (guava) [View project](https://www.researchgate.net/project/Origin-and-domestication-of-Psidium-guajava-L-guava?enrichId=rgreq-b3127073c1c42c752f9e54510ea0575c-XXX&enrichSource=Y292ZXJQYWdlOzUxMTkyNDAwO0FTOjIxOTMzMjExMTAxNTkzOUAxNDI5MzA0MjU4MzI3&el=1_x_9&_esc=publicationCoverPdf)


READS
335


[Alejandro Casas](https://www.researchgate.net/profile/Alejandro-Casas?enrichId=rgreq-b3127073c1c42c752f9e54510ea0575c-XXX&enrichSource=Y292ZXJQYWdlOzUxMTkyNDAwO0FTOjIxOTMzMjExMTAxNTkzOUAxNDI5MzA0MjU4MzI3&el=1_x_5&_esc=publicationCoverPdf)

[Universidad Nacional Autónoma de México](https://www.researchgate.net/institution/Universidad_Nacional_Autonoma_de_Mexico?enrichId=rgreq-b3127073c1c42c752f9e54510ea0575c-XXX&enrichSource=Y292ZXJQYWdlOzUxMTkyNDAwO0FTOjIxOTMzMjExMTAxNTkzOUAxNDI5MzA0MjU4MzI3&el=1_x_6&_esc=publicationCoverPdf)

**360** PUBLICATIONS **7,816** CITATIONS

[SEE PROFILE](https://www.researchgate.net/profile/Alejandro-Casas?enrichId=rgreq-b3127073c1c42c752f9e54510ea0575c-XXX&enrichSource=Y292ZXJQYWdlOzUxMTkyNDAwO0FTOjIxOTMzMjExMTAxNTkzOUAxNDI5MzA0MjU4MzI3&el=1_x_7&_esc=publicationCoverPdf)


-----","Arias-Cóyotl et al., 2006.pdf",PDF 1.3,abot-93-11-12 1675..1683,,,,3B2 Total Publishing System 8.07c/W,Acrobat Distiller 6.0.1 (Windows),D:20061031000421-06'00',D:20061031000421-06'00',,,"papers/test_samples/murcielagos/Arias-Cóyotl et al., 2006.pdf",10,1,1598,"**Some of the authors of this publication are also working on these related projects:**

Toward shaded coffee plantations friendly to biodiversity. [View project](https://www.researchgate.net/project/Toward-shaded-coffee-plantations-friendly-to-biodiversity?enrichId=rgreq-b3127073c1c42c752f9e54510ea0575c-XXX&enrichSource=Y292ZXJQYWdlOzUxMTkyNDAwO0FTOjIxOTMzMjExMTAxNTkzOUAxNDI5MzA0MjU4MzI3&el=1_x_9&_esc=publicationCoverPdf)

Origin and domestication of Psidium guajava L. (guava) [View project](https://www.researchgate.net/project/Origin-and-domestication-of-Psidium-guajava-L-guava?enrichId=rgreq-b3127073c1c42c752f9e54510ea0575c-XXX&enrichSource=Y292ZXJQYWdlOzUxMTkyNDAwO0FTOjIxOTMzMjExMTAxNTkzOUAxNDI5MzA0MjU4MzI3&el=1_x_9&_esc=publicationCoverPdf)


READS
335


[Alejandro Casas](https://www.researchgate.net/profile/Alejandro-Casas?enrichId=rgreq-b3127073c1c42c752f9e54510ea0575c-XXX&enrichSource=Y292ZXJQYWdlOzUxMTkyNDAwO0FTOjIxOTMzMjExMTAxNTkzOUAxNDI5MzA0MjU4MzI3&el=1_x_5&_esc=publicationCoverPdf)

[Universidad Nacional Autónoma de México](https://www.researchgate.net/institution/Universidad_Nacional_Autonoma_de_Mexico?enrichId=rgreq-b3127073c1c42c752f9e54510ea0575c-XXX&enrichSource=Y292ZXJQYWdlOzUxMTkyNDAwO0FTOjIxOTMzMjExMTAxNTkzOUAxNDI5MzA0MjU4MzI3&el=1_x_6&_esc=publicationCoverPdf)

**360** PUBLICATIONS **7,816** CITATIONS

[SEE PROFILE](https://www.researchgate.net/profile/Alejandro-Casas?enrichId=rgreq-b3127073c1c42c752f9e54510ea0575c-XXX&enrichSource=Y292ZXJQYWdlOzUxMTkyNDAwO0FTOjIxOTMzMjExMTAxNTkzOUAxNDI5MzA0MjU4MzI3&el=1_x_7&_esc=publicationCoverPdf)


-----",Metadatos,"Se menciona la institución que publicó el artículo y el nombre de sus autores así como la dirección web (URI) dónde encontrarla. El contenido principalmente es bibliografía, si hay más información, usar otra categoría.",
"American Journal of Botany 93(11): 1675–1683. 2006.

# E FFECTIVENESS OF BATS AS POLLINATORS OF S TENOCEREUS

STELLATUS (C ACTACEAE ) IN WILD, MANAGED IN SITU,

AND CULTIVATED POPULATIONS IN L A M IXTECA B AJA,

CENTRAL M EXICO [1]

E THEL A RIAS -C O ´ YOTL, [2] K ATHRYN E. S TONER, [2,4] AND A LEJANDRO C ASAS [2]

2 Centro de Investigaciones en Ecosistemas, Universidad Nacional Auto ´noma de Me ´xico, A. P. 27-3 (Santa Marı ´a de Guido),
Morelia, Michoaca ´n 58089 Mexico","Arias-Cóyotl et al., 2006.pdf",PDF 1.3,abot-93-11-12 1675..1683,,,,3B2 Total Publishing System 8.07c/W,Acrobat Distiller 6.0.1 (Windows),D:20061031000421-06'00',D:20061031000421-06'00',,,"papers/test_samples/murcielagos/Arias-Cóyotl et al., 2006.pdf",10,2,0,"American Journal of Botany 93(11): 1675–1683. 2006.

# E FFECTIVENESS OF BATS AS POLLINATORS OF S TENOCEREUS

STELLATUS (C ACTACEAE ) IN WILD, MANAGED IN SITU,

AND CULTIVATED POPULATIONS IN L A M IXTECA B AJA,

CENTRAL M EXICO [1]

E THEL A RIAS -C O ´ YOTL, [2] K ATHRYN E. S TONER, [2,4] AND A LEJANDRO C ASAS [2]

2 Centro de Investigaciones en Ecosistemas, Universidad Nacional Auto ´noma de Me ´xico, A. P. 27-3 (Santa Marı ´a de Guido),
Morelia, Michoaca ´n 58089 Mexico",Metadatos,"Se menciona la institución que publicó el artículo y el nombre de sus autores así como la dirección web (URI) dónde encontrarla. El contenido principalmente es bibliografía, si hay más información, usar otra categoría.",
"2 Centro de Investigaciones en Ecosistemas, Universidad Nacional Auto ´noma de Me ´xico, A. P. 27-3 (Santa Marı ´a de Guido),
Morelia, Michoaca ´n 58089 Mexico

Stenocereus stellatus is an endemic, self-incompatible, columnar cactus found in central Mexico where many of its wild
populations have been fragmented. As an economically important species of fruit-producing cactus, S. stellatus occurs in wild,
managed in situ, and cultivated populations. The objectives of this study were to determine the effective pollinators of S. stellatus,
to compare pollinator visits and reproductive parameters among the three types of populations, and to determine if nectar feedingbats are moving among populations. Effective pollinators were the nectarivorous bats Choeronycteris mexicana, Leptonycteris
curasoae, and L. nivalis . Fewer total visits per flower per night and fewer visits by Choeronycteris were observed in cultivated
populations, while the opposite pattern was observed for Leptonycteris. One aggressive interaction was filmed in which
Choeronycteris was physically displaced by Leptonycteris, and Choeronycteris visits were significantly affected by Leptonycteris
visits. Cultivated populations received more pollen grains and had more fruit set. Variation in pollinator visits between different
populations and the consequent effects on reproductive success were likely a result of competition between bat species, and
differences in foraging and in sensitivity of bat species to human populations. Three marked L. curasoae traveled 15 km from
their roosting site to their foraging area, and one visited cultivated and managed populations, suggesting that this species may be
particularly important in moving pollen among populations.

Key words: bat–plant interaction; Cactaceae; central Mexico; Choeronycteris mexicana; domestication; Leptonycteris spp.;
pollination biology; Stenocereus stellatus .","Arias-Cóyotl et al., 2006.pdf",PDF 1.3,abot-93-11-12 1675..1683,,,,3B2 Total Publishing System 8.07c/W,Acrobat Distiller 6.0.1 (Windows),D:20061031000421-06'00',D:20061031000421-06'00',,,"papers/test_samples/murcielagos/Arias-Cóyotl et al., 2006.pdf",10,2,318,,,,254.0
"Key words: bat–plant interaction; Cactaceae; central Mexico; Choeronycteris mexicana; domestication; Leptonycteris spp.;
pollination biology; Stenocereus stellatus .


Several studies have documented that a change in diversity
and abundance of pollinators in fragmented or altered
habitats can lead to a reduction in reproductive success of
plants. In insect-pollinated plants, reduced pollinator visitation in fragmented habitats results in lower seed set
(Jennersten, 1988; Dewenter and Tscharntke, 1999) and
lower fruit set (Aizen and Feinsinger, 1994; Ghazoul et al.,
1998). Nevertheless, in one recent study of bat-pollinated
bombacaceous trees, the effects of forest fragmentation on
bat pollinators and plant reproductive success varied
depending upon the plant species (Quesada et al., 2004).
The authors attributed this variability to the effects that forest
fragmentation may have on differences in flowering patterns,
bat foraging behavior, and plant self-incompatibility systems.
More research is needed to quantify the effect of habitat
change on bat pollinators for other plant species.
Nectarivorous bats play an important role in the maintenance
and regeneration of tropical forests by moving pollen large
distances (Law and Lean, 1999). In particular, their role as
mobile links connecting habitats that otherwise would be
isolated is essential for the reproductive success of isolated
plant populations (Heithaus et al., 1975; Fuchs et al., 2002;","Arias-Cóyotl et al., 2006.pdf",PDF 1.3,abot-93-11-12 1675..1683,,,,3B2 Total Publishing System 8.07c/W,Acrobat Distiller 6.0.1 (Windows),D:20061031000421-06'00',D:20061031000421-06'00',,,"papers/test_samples/murcielagos/Arias-Cóyotl et al., 2006.pdf",10,2,2064,"Key words: bat–plant interaction; Cactaceae; central Mexico; Choeronycteris mexicana; domestication; Leptonycteris spp.;
pollination biology; Stenocereus stellatus .


Several studies have documented that a change in diversity
and abundance of pollinators in fragmented or altered
habitats can lead to a reduction in reproductive success of
plants. In insect-pollinated plants, reduced pollinator visitation in fragmented habitats results in lower seed set
(Jennersten, 1988; Dewenter and Tscharntke, 1999) and
lower fruit set (Aizen and Feinsinger, 1994; Ghazoul et al.,
1998). Nevertheless, in one recent study of bat-pollinated
bombacaceous trees, the effects of forest fragmentation on
bat pollinators and plant reproductive success varied
depending upon the plant species (Quesada et al., 2004).
The authors attributed this variability to the effects that forest
fragmentation may have on differences in flowering patterns,
bat foraging behavior, and plant self-incompatibility systems.
More research is needed to quantify the effect of habitat
change on bat pollinators for other plant species.
Nectarivorous bats play an important role in the maintenance
and regeneration of tropical forests by moving pollen large
distances (Law and Lean, 1999). In particular, their role as
mobile links connecting habitats that otherwise would be
isolated is essential for the reproductive success of isolated
plant populations (Heithaus et al., 1975; Fuchs et al., 2002;",Ecología y demografía de la especie,El texto habla de la importancia de los murciélagos en la polinización de plantas en los bosques tropicales. Describe su papel como conectores móviles entre hábitats que de otro modo estarían aislados y su importancia para el éxito reproductivo de las poblaciones de plantas aisladas.,
"1 Manuscript received 16 February 2006; revision accepted 13 September
2006.
The authors thank E. Pe ´rez-Negro ´n and J. A. Soriano for assistance in
the field; H. Ferreira, A. Valencia Garcia, and G. Sa ´nchez Montoya for
technical support; M. Quesada for statistical analyses, and L. G. Herrera
Montalvo and two anonymous reviewers for helpful comments for
revising an earlier draft of this article. Financial support for this research
was provided by SEMARNAT-CONACYT (2002-C01-0544), DGAPA,
UNAM (IN220005), and the Royal Botanic Gardens, Kew (Cacti Study).
4 Author for correspondence (e-mail: kstoner@oikos.unam.mx)","Arias-Cóyotl et al., 2006.pdf",PDF 1.3,abot-93-11-12 1675..1683,,,,3B2 Total Publishing System 8.07c/W,Acrobat Distiller 6.0.1 (Windows),D:20061031000421-06'00',D:20061031000421-06'00',,,"papers/test_samples/murcielagos/Arias-Cóyotl et al., 2006.pdf",10,2,3530,,,,256.0
"Stoner et al., 2002; Quesada et al., 2003, 2004; see Ghazoul,
2005 for a review). For example, in a rainforest in tropical
Australia, Law and Lean (1999) showed that bats are effective
pollinators in fragmented landscapes due to the quantity of
pollen that they carry and the large distances they cover. In the
tropical dry forest of Jalisco, Mexico, greater bat visitation rate
in undisturbed forest results in higher reproductive success for
the bombacaceous tree Ceiba grandiflora Bartlett when
compared to trees in fragmented habitats (Quesada et al.,
2003).
Forty-two of 70 columnar cactus species of the tribes
Pachycereeae and Cereeae distributed in Mexico produce
flowers with chiropterophilic characteristics that include large
white flowers with copious pollen and nectar that are open at
night (Valiente-Banuet et al., 1996). Most of these cactus
species are self-incompatible and require a vector to transfer
pollen between genetically different plants to produce viable
seeds (Valiente-Banuet et al., 1996). Bats are primary
pollinators for many columnar cacti (Howell and Schropfer,
1981; Petit, 1995; Nassar et al., 1997; Valiente-Banuet et al.,
2002, 2004; Ibarra-Cerden ˜a et al., 2005). Previous studies have
compared the pollination biology of cacti growing in various
habitat types and under different forms of human management
that include wild, managed in situ, and cultivated populations
of several columnar cacti (Casas et al., 1999b; Cruz and Casas,
2002; Otero-Arnaiz et al., 2003). However, these studies did
not compare the effectiveness of bat pollinators of cacti in
different habitat types such as cultivated home gardens,
managed in situ, and wild populations.
In northern Oaxaca, Me ´xico, wild populations of the
columnar cactus Stenocereus stellatus (Pfeiffer) Riccobono,
an economically useful cactus valued for its fruit, have been


1675


-----","Arias-Cóyotl et al., 2006.pdf",PDF 1.3,abot-93-11-12 1675..1683,,,,3B2 Total Publishing System 8.07c/W,Acrobat Distiller 6.0.1 (Windows),D:20061031000421-06'00',D:20061031000421-06'00',,,"papers/test_samples/murcielagos/Arias-Cóyotl et al., 2006.pdf",10,2,4155,"Stoner et al., 2002; Quesada et al., 2003, 2004; see Ghazoul,
2005 for a review). For example, in a rainforest in tropical
Australia, Law and Lean (1999) showed that bats are effective
pollinators in fragmented landscapes due to the quantity of
pollen that they carry and the large distances they cover. In the
tropical dry forest of Jalisco, Mexico, greater bat visitation rate
in undisturbed forest results in higher reproductive success for
the bombacaceous tree Ceiba grandiflora Bartlett when
compared to trees in fragmented habitats (Quesada et al.,
2003).
Forty-two of 70 columnar cactus species of the tribes
Pachycereeae and Cereeae distributed in Mexico produce
flowers with chiropterophilic characteristics that include large
white flowers with copious pollen and nectar that are open at
night (Valiente-Banuet et al., 1996). Most of these cactus
species are self-incompatible and require a vector to transfer
pollen between genetically different plants to produce viable
seeds (Valiente-Banuet et al., 1996). Bats are primary
pollinators for many columnar cacti (Howell and Schropfer,
1981; Petit, 1995; Nassar et al., 1997; Valiente-Banuet et al.,
2002, 2004; Ibarra-Cerden ˜a et al., 2005). Previous studies have
compared the pollination biology of cacti growing in various
habitat types and under different forms of human management
that include wild, managed in situ, and cultivated populations
of several columnar cacti (Casas et al., 1999b; Cruz and Casas,
2002; Otero-Arnaiz et al., 2003). However, these studies did
not compare the effectiveness of bat pollinators of cacti in
different habitat types such as cultivated home gardens,
managed in situ, and wild populations.
In northern Oaxaca, Me ´xico, wild populations of the
columnar cactus Stenocereus stellatus (Pfeiffer) Riccobono,
an economically useful cactus valued for its fruit, have been


1675


-----",Biología de la especie,"El texto habla sobre la interacción de los murciélagos con las plantas, específicamente sobre su papel como polinizadores. Describe cómo los murciélagos son polinizadores efectivos en paisajes fragmentados y cómo su tasa de visita afecta el éxito reproductivo de los árboles en diferentes tipos de hábitats.",
1676 A MERICAN J OURNAL OF B OTANY [Vol. 93,"Arias-Cóyotl et al., 2006.pdf",PDF 1.3,abot-93-11-12 1675..1683,,,,3B2 Total Publishing System 8.07c/W,Acrobat Distiller 6.0.1 (Windows),D:20061031000421-06'00',D:20061031000421-06'00',,,"papers/test_samples/murcielagos/Arias-Cóyotl et al., 2006.pdf",10,3,0,1676 A MERICAN J OURNAL OF B OTANY [Vol. 93,Metadatos,"Se menciona el nombre de la revista, el volumen y el número de página. El contenido principalmente es bibliografía, si hay más información, usar otra categoría.",
"fragmented by agriculture and towns. In this region S.
stellatus is found in three types of populations: (1) cultivated
home gardens where cacti are subjected to artificial selection
by people; (2) managed in situ populations where desired
plants are selectively left in place and their abundance is
commonly enhanced through vegetative propagation as
vegetation is cleared for silviculture and agriculture; and
(3) wild populations in areas of tropical dry forest (Casas et
al., 1997, 1999c). Fruits are harvested from cacti in all three
population types.
Flowers of this cactus open mostly at night, and nocturnal
visitors, presumably nectar-feeding bats, are responsible for
fruit production (Casas et al., 1999b). Cultivated populations of
S. stellatus present more pollinator resources than those in the
managed or wild populations because plant density is
significantly higher in home gardens than in managed and
wild populations. Plants in cultivation also have a greater peak
in flowering, with more individuals in flower and significantly
more flowers per individual than the managed and wild
populations (Casas et al., 1997, 1998, 1999b). Reproductive
success in terms of quantity of fruit produced per individual
and fruit size also is greater in cultivated populations than in
managed or wild populations (Casas et al., 1997). It is
surprising that reproductive success of S. stellatus is greatest in
home gardens because cultivated populations are located
within towns and surrounded by disturbed habitat. In general,
plant reproductive success of animal-pollinated plants is
usually lower in disturbed areas (Jennersten, 1988; Aizen and
Feinsinger, 1994; Ghazoul et al., 1998; Dewenter and
Tscharntke, 1999; Quesada et al., 2003). The greater genetic
diversity observed in cultivated populations ( H e 0.333 6
0.063) compared to managed ( H e 0.265 6 0.069) or wild ¼
populations ( H e 0.278 6 0","Arias-Cóyotl et al., 2006.pdf",PDF 1.3,abot-93-11-12 1675..1683,,,,3B2 Total Publishing System 8.07c/W,Acrobat Distiller 6.0.1 (Windows),D:20061031000421-06'00',D:20061031000421-06'00',,,"papers/test_samples/murcielagos/Arias-Cóyotl et al., 2006.pdf",10,3,46,,,,259.0
"., 2003). The greater genetic
diversity observed in cultivated populations ( H e 0.333 6
0.063) compared to managed ( H e 0.265 6 0.069) or wild ¼
populations ( H e 0.278 6 0.064) may be one factor ¼
influencing the greater fruit production and larger fruit size in ¼
this population (Casas et al., 2006). Alternatively, this
discrepancy may be associated with artificial selection favoring
individuals that produce more and larger fruits with more and
larger seeds in cultivation (Casas et al., 1997, 1999c) or with
different rates of pollinator visitation in home gardens,
managed, and wild populations of S. stellatus .
This study was designed to compare pollinator visits
between different populations and to test the hypothesis that
a higher pollinator visitation rate results in greater pollen
deposition and greater reproductive success (fruit set and seed
production) in S. stellatus . If pollen is limited by pollinator
visitation, we expect to find higher pollen deposition, fruit set,
and seed production in populations that receive more pollinator
visits. The objectives were to (1) identify the effective
pollinator of S. stellatus ; (2) estimate and compare the number
of pollinator visits within the three populations (wild, managed
in situ, and cultivated); (3) determine if the presence of one
pollinator affects the other; (4) determine if pollinators are
moving among the different populations; and (5) document
pollen deposition, fruit set, and seed production in the three
different populations. A concomitant goal of this study is to
generate recommendations for the management of this
important fruit resource.","Arias-Cóyotl et al., 2006.pdf",PDF 1.3,abot-93-11-12 1675..1683,,,,3B2 Total Publishing System 8.07c/W,Acrobat Distiller 6.0.1 (Windows),D:20061031000421-06'00',D:20061031000421-06'00',,,"papers/test_samples/murcielagos/Arias-Cóyotl et al., 2006.pdf",10,3,1781,"., 2003). The greater genetic
diversity observed in cultivated populations ( H e 0.333 6
0.063) compared to managed ( H e 0.265 6 0.069) or wild ¼
populations ( H e 0.278 6 0.064) may be one factor ¼
influencing the greater fruit production and larger fruit size in ¼
this population (Casas et al., 2006). Alternatively, this
discrepancy may be associated with artificial selection favoring
individuals that produce more and larger fruits with more and
larger seeds in cultivation (Casas et al., 1997, 1999c) or with
different rates of pollinator visitation in home gardens,
managed, and wild populations of S. stellatus .
This study was designed to compare pollinator visits
between different populations and to test the hypothesis that
a higher pollinator visitation rate results in greater pollen
deposition and greater reproductive success (fruit set and seed
production) in S. stellatus . If pollen is limited by pollinator
visitation, we expect to find higher pollen deposition, fruit set,
and seed production in populations that receive more pollinator
visits. The objectives were to (1) identify the effective
pollinator of S. stellatus ; (2) estimate and compare the number
of pollinator visits within the three populations (wild, managed
in situ, and cultivated); (3) determine if the presence of one
pollinator affects the other; (4) determine if pollinators are
moving among the different populations; and (5) document
pollen deposition, fruit set, and seed production in the three
different populations. A concomitant goal of this study is to
generate recommendations for the management of this
important fruit resource.",Ecología y demografía de la especie,"Se menciona que se va a comparar la cantidad de visitas de polinizadores en diferentes poblaciones de S. stellatus. Se menciona que se va a determinar si la presencia de un polinizador afecta a otro y si los polinizadores se mueven entre las diferentes poblaciones. Se menciona que se va a documentar la deposición de polen, el conjunto de frutos y la producción de semillas en las tres poblaciones diferentes. Estos son todos aspectos relacionados con la ecología y demografía de la especie.",
